Sheet_Def,Domain,Variable,Label,Type,Codes,Rule for derivation,deriv_info,deriv_info_null,deriv_info_len,Label_len,deriv_info_key_words
NPI data per visit,ADNPI,ADNPI_ADTI,Analysis Date Was Imputed,Char,DM,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'","DM; If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'",False,21,4,dd imputed dm dd imputed. imputed dm dd imputed mm. dm mm dd imputed dm. 
NPI data per visit,ADNPI,ADNPI_NPISTAT,NPI Performed,Char,"Y, N","Yes = Y, No = N","Y, N; Yes = Y, No = N",False,6,2,"Y, N; Yes = Y, No = N"
Out of pocket expenses per visit,ADOOPFA,ADOOPFA_INSURYN,Patient Joined a Private Insurance Program for Dementia,Char,"Y, N","Yes = Y, No = N","Y, N; Yes = Y, No = N",False,6,8,"Y, N; Yes = Y, No = N"
Out of pocket expenses per visit,ADOOPFA,ADOOPFA_OOPCONSYN,During Last Month Patient and Caregiver Spent on Consumable Items,Char,"Y, N","Yes = Y, No = N","Y, N; Yes = Y, No = N",False,6,10,"Y, N; Yes = Y, No = N"
Out of pocket expenses per visit,ADOOPFA,ADOOPFA_OOPCONS,Amount Spent in During Last Month by Patient and Caregiver on Consumable Items (Yen),Num,,"oopcons = oopedcst;
If result is missing and oopedyn_std = 0 then 0;","oopcons = oopedcst;
If result is missing and oopedyn_std = 0 then 0;",False,12,14,"oopcons = oopedcst;
If result is missing and oopedyn_std = 0 then 0;"
Out of pocket expenses per visit,ADOOPFA,ADOOPFA_OOPSTRUCYN,During Last Month Patient and Caregiver Spent on Structural Changes,Char,"Y, N","Yes = Y, No = N","Y, N; Yes = Y, No = N",False,6,10,"Y, N; Yes = Y, No = N"
Out of pocket expenses per visit,ADOOPFA,ADOOPFA_OOPSTRUC,Amount Spent in the Last 6 Months by Patient and Caregiver on Structural Changes (Yen),Num,,"oopstruc = 10000 * oopercst;
If result is missing and ooperyn_std = 0 then 0;","oopstruc = 10000 * oopercst;
If result is missing and ooperyn_std = 0 then 0;",False,13,15,"oopstruc = 10000 * oopercst;
If result is missing and ooperyn_std = 0 then 0;"
RUD Caregiver data per visit,ADRUDC,ADRUDC_SOURCE,Source of RUD record,Char,"Baseline, Followup, Carestat","If record comes from input.rudb_cg then ""Baseline"";
Else if record comes from input.rudf_cg then ""Followup"";
Else if record comes from input.carestat then ""Carestat"".","Baseline, Followup, Carestat; If record comes from input.rudb_cg then ""Baseline"";
Else if record comes from input.rudf_cg then ""Followup"";
Else if record comes from input.carestat then ""Carestat"".",False,31,4,rudb_cg baseline record comes input. record comes input carestat carestat. baseline followup carestat record comes. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_RUDCSTAT,Resource Utilization in Dementia (RUD) Performed,Char,"Y, N","Yes = Y, No = N","Y, N; Yes = Y, No = N",False,6,6,"Y, N; Yes = Y, No = N"
RUD Caregiver data per visit,ADRUDC,ADRUDC_RUDCDTC,Date of RUD - ISO 8601,Char,,Combine non-missing variables for RUDBPCGSMDAT/RUDFUCGSMDAT into ISO 8601 date.,Combine non-missing variables for RUDBPCGSMDAT/RUDFUCGSMDAT into ISO 8601 date.,False,11,5,Combine non-missing variables for RUDBPCGSMDAT/RUDFUCGSMDAT into ISO 8601 date.
RUD Caregiver data per visit,ADRUDC,ADRUDC_RUDCDT,Date of RUD,Num,,Combine variables for RUDBPCGSMDAT/RUDFUCGSMDAT  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,Combine variables for RUDBPCGSMDAT/RUDFUCGSMDAT  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,False,33,3,missing mm missing impute mm. date yyyy missing dd missing. combine variables rudbpcgsmdat rudfucgsmdat sas. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_RUDCDTI,Date of RUD Was Imputed,Char,,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'","If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'",False,20,5,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGSTAT,Caregiver Continuing in the Period from Last Visit up to This Visit?,Char,,200 = 'N'; Else 'Y';,200 = 'N'; Else 'Y';,False,4,12,200 = 'N'; Else 'Y';
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGDDTC,Date of Caregiver's Discontinuing - ISO 8601,Char,,Combine non-missing variables for CAREDISCDT into ISO 8601 date.,Combine non-missing variables for CAREDISCDT into ISO 8601 date.,False,10,7,Combine non-missing variables for CAREDISCDT into ISO 8601 date.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGDDT,Date of Caregiver's Discontinuing,Num,,Combine variables for CAREDISCDT  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,Combine variables for CAREDISCDT  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,False,32,5,dd missing imput 15 dd. missing mm missing impute mm. variables carediscdt sas date yyyy. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGDDTI,Date of Caregiver's Discontinuing Was Imputed,Char,,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'","If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'",False,20,7,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGDRSCD,Reason of Caregiver's Discontinuation - Code,Num,"3, 4, 8, 9, 14, 51, 52, 53
",,"3, 4, 8, 9, 14, 51, 52, 53
",False,8,6,"3, 4, 8, 9, 14, 51, 52, 53
"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGDRS,Reason of Caregiver's Discontinuation,Char,"""Death , enter date of the death"", ""Lost to follow up"", ""Physician decision"", ""Sponsor Decision"", ""Caregiver decision"", ""Caregiver illness/hospitalization"", ""Family-shared responsibilities"", ""Caregiver moved away""",,"""Death , enter date of the death"", ""Lost to follow up"", ""Physician decision"", ""Sponsor Decision"", ""Caregiver decision"", ""Caregiver illness/hospitalization"", ""Family-shared responsibilities"", ""Caregiver moved away""",False,25,5,follow physician decision sponsor decision. family shared responsibilities caregiver moved. death enter date death lost. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGDTHDTC,Date of Caregiver's Death - ISO 8601,Char,,Combine non-missing variables for DTHDT_CG into ISO 8601 date.,Combine non-missing variables for DTHDT_CG into ISO 8601 date.,False,11,7,Combine non-missing variables for DTHDT_CG into ISO 8601 date.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGDTHDT,Date of Caregiver's Death,Num,,Combine variables for  DTHDT_CG  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,Combine variables for  DTHDT_CG  into SAS Date; if YYYY not missing and DD is missing then imput 15 for DD. If YYYY not missing and MM is missing impute 1 for MM. ,False,33,5,dd missing imput 15 dd. missing mm missing impute mm. variables dthdt_cg sas date yyyy. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGDTHDTI,Date of Caregiver's Death Was Imputed,Char,,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'","If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'",False,20,7,"If MM and DD were imputed then 'DM', else if DD imputed then 'D', else if MM imputed then 'M'"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGNEW,Is There a New Caregiver?,Char,"Y, N","If ncgyn_std = 1 and icdtpart2_raw ^= '' then 'Y';
Else 'N';","Y, N; If ncgyn_std = 1 and icdtpart2_raw ^= '' then 'Y';
Else 'N';",False,13,5,"Y, N; If ncgyn_std = 1 and icdtpart2_raw ^= '' then 'Y';
Else 'N';"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGSAME,Original Caregiver Has Not Discontinuede,Num,"1, 0",If ctstat = 'Y' for the visit and all previous visits then 1; Else 0;,"1, 0; If ctstat = 'Y' for the visit and all previous visits then 1; Else 0;",False,16,5,"1, 0; If ctstat = 'Y' for the visit and all previous visits then 1; Else 0;"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGAGE,Caregiver's Age,Num,,,,True,0,3,
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGSEXCD,Caregiver's Sex - Code,Num,,,,True,0,4,
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGSEX,Caregiver's Sex,Char,,Female' = 'F'; 'Male' = 'M';,Female' = 'F'; 'Male' = 'M';,False,4,3,Female' = 'F'; 'Male' = 'M';
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGRELCD,Caregiver's Relation to Patient - Code,Num,,,,True,0,6,
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGREL,Caregiver's Relation to Patient,Char,,,,True,0,5,
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGRELSP,Caregiver's Relation to Patient - Other Specification,Char,,,,True,0,7,
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGNUMCH,Number of Children Living with Caregiver,Num,,,,True,0,6,
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGLIVEIN,Caregiver Living In with Patient?,Char,,"Yes = Y, No = N","Yes = Y, No = N",False,4,5,"Yes = Y, No = N"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGOTHYN,Other Caregivers Involved,Char,,"0= N, Other non-missing = Y","0= N, Other non-missing = Y",False,6,3,"0= N, Other non-missing = Y"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGNOTHCD,Number of Other Caregivers Involved - Code,Num,"0, 1, 2, 3, 4",,"0, 1, 2, 3, 4",False,5,6,"0, 1, 2, 3, 4"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CGNOTH,Number of Other Caregivers Involved,Char,"0', '1', '2', '3', '4 or more'",,"0', '1', '2', '3', '4 or more'",False,7,5,"0', '1', '2', '3', '4 or more'"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CONTLVCD,Your Level of Contribution - Code,Num,,,,True,0,5,
RUD Caregiver data per visit,ADRUDC,ADRUDC_CONTLV,Your Level of Contribution,Char,,,,True,0,4,
RUD Caregiver data per visit,ADRUDC,ADRUDC_NHOURS0,During Last 30 Days: Hours per Day Sleeping,Num,,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.,False,14,8,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.
RUD Caregiver data per visit,ADRUDC,ADRUDC_HOURS1YN,"During Last 30 Days: Any Time Spent on Assisting with Toilet Visits, Eating, Dressing, Grooming, Walking and Bathing",Char,,"If 0 then 'N', else if > 0 then 'Y'.","If 0 then 'N', else if > 0 then 'Y'.",False,9,18,"If 0 then 'N', else if > 0 then 'Y'."
RUD Caregiver data per visit,ADRUDC,ADRUDC_NHOURS1,"During Last 30 Days: Hours per Day Assisting with Toilet Visits, Eating, Dressing, Grooming, Walking and Bathing",Num,,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.,False,14,17,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.
RUD Caregiver data per visit,ADRUDC,ADRUDC_NDAYS1,"During Last 30 Days: Number of Days Assisting with Toilet Visits, Eating, Dressing, Grooming, Walking and Bathing",Num,,If nhours1 = 0 then 0; else copy rudcres2b.,If nhours1 = 0 then 0; else copy rudcres2b.,False,8,17,If nhours1 = 0 then 0; else copy rudcres2b.
RUD Caregiver data per visit,ADRUDC,ADRUDC_HOURS2YN,"During Last 30 Days: Any Time Spent on Assisting with Shopping, Food Preparation, Housekeeping, Laundry, Transportation, Medication and Managing Financial Matters",Char,,"If 0 then 'N', else if > 0 then 'Y'.","If 0 then 'N', else if > 0 then 'Y'.",False,9,21,"If 0 then 'N', else if > 0 then 'Y'."
RUD Caregiver data per visit,ADRUDC,ADRUDC_NHOURS2,"During Last 30 Days: Hours per Day Assisting with Shopping, Food Preparation, Housekeeping, Laundry, Transportation, Medication and Managing Financial Matters",Num,,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.,False,14,20,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.
RUD Caregiver data per visit,ADRUDC,ADRUDC_NDAYS2,"During Last 30 Days: Number of Days Assisting with Shopping, Food Preparation, Housekeeping, Laundry, Transportation, Medication and Managing Financial Matters",Num,,If nhours2= 0 then 0; else copy rudcres3b.,If nhours2= 0 then 0; else copy rudcres3b.,False,8,20,If nhours2= 0 then 0; else copy rudcres3b.
RUD Caregiver data per visit,ADRUDC,ADRUDC_HOURS3YN,During Last 30 Days: Any Time Spent on Supervising,Char,,"If 0 then 'N', else if > 0 then 'Y'.","If 0 then 'N', else if > 0 then 'Y'.",False,9,9,"If 0 then 'N', else if > 0 then 'Y'."
RUD Caregiver data per visit,ADRUDC,ADRUDC_NHOURS3,During Last 30 Days: Hours per Day Supervising,Num,,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.,False,14,8,Convert character time variable to SAS time (using informat TIME.) and divide by 3600.
RUD Caregiver data per visit,ADRUDC,ADRUDC_NDAYS3,During Last 30 Days: Number of Days Supervising,Num,,If nhours3= 0 then 0; else copy rudcres4b.,If nhours3= 0 then 0; else copy rudcres4b.,False,8,8,If nhours3= 0 then 0; else copy rudcres4b.
RUD Caregiver data per visit,ADRUDC,ADRUDC_WORKYN,Caregiver Has Paid Work,Char,,"Baseline: rudcres5: Yes = Y, No = N.
Post-baseline: 
If rudcres1_fu = 'Y' then 'Y';
Else if rudcres2_fu = 'Y' or rudcres1_fu = 'N' or (rudcres3_fu = 'N' and workyn previous visit = 'N') then 'N';
Else if workyn previous visit = 'Y' and rudcres2_fu ^= 'Y' and rudcres1_fu ^= 'N' then 'Y';
Else missing;","Baseline: rudcres5: Yes = Y, No = N.
Post-baseline: 
If rudcres1_fu = 'Y' then 'Y';
Else if rudcres2_fu = 'Y' or rudcres1_fu = 'N' or (rudcres3_fu = 'N' and workyn previous visit = 'N') then 'N';
Else if workyn previous visit = 'Y' and rudcres2_fu ^= 'Y' and rudcres1_fu ^= 'N' then 'Y';
Else missing;",False,52,4,previous visit workyn previous visit. rudcres1_fu rudcres2_fu rudcres1_fu rudcres3_fu workyn. baseline rudcres5 yes post baseline. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_WORKRSCD,Reason for Stopping/Reducing Work - Code,Num,,Copy rudbcres6_std/rudfcres4_fu_std if not missing. Else if workyn = 'N' or workhrsr > 0 then copy workrscd from previous record for patient.,Copy rudbcres6_std/rudfcres4_fu_std if not missing. Else if workyn = 'N' or workhrsr > 0 then copy workrscd from previous record for patient.,False,24,6,missing workyn workhrsr copy workrscd. rudbcres6_std rudfcres4_fu_std missing workyn workhrsr. copy workrscd previous record patient. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_WORKRS,Reason for Stopping/Reducing Work,Char,,Copy rudbcres6/rudfcres4_fu if not missing. Else if workyn = 'N' or workhrsr > 0 then copy workrs from previous record for patient.,Copy rudbcres6/rudfcres4_fu if not missing. Else if workyn = 'N' or workhrsr > 0 then copy workrs from previous record for patient.,False,22,5,missing workyn workhrsr copy workrs. rudbcres6 rudfcres4_fu missing workyn workhrsr. copy workrs previous record patient. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_WORKRSSP,Reason for Stopping/Reducing Work - Other Specification,Char,,,,True,0,7,
RUD Caregiver data per visit,ADRUDC,ADRUDC_WORKHRST,Total Number of Hours of Paid Work per Week,Num,,"Baseline: Copy rudcres7. If missing and (workyn = 'N' or rudcres7_none = 1) then 0;
Post-baseline:
Copy rudcres7_fu. 
If missing and (workyn = 'N' or rudcres7_fu_none = 1) then 0;
If still missing rudfcres1_fu = 'Y' AND rudfcres2_fu = 'N' AND rudfcres3_fu = 'N' THEN copy workhrst from previous visit;","Baseline: Copy rudcres7. If missing and (workyn = 'N' or rudcres7_none = 1) then 0;
Post-baseline:
Copy rudcres7_fu. 
If missing and (workyn = 'N' or rudcres7_fu_none = 1) then 0;
If still missing rudfcres1_fu = 'Y' AND rudfcres2_fu = 'N' AND rudfcres3_fu = 'N' THEN copy workhrst from previous visit;",False,51,9,missing workyn rudcres7_none post baseline. rudfcres1_fu rudfcres2_fu rudfcres3_fu copy workhrst. rudfcres3_fu copy workhrst previous visit. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_WORKHRSC,Number of Hours Paid for Care per Week,Num,,"Baseline: Copy rudcres8. If missing and (workyn = 'N' or rudcres8_none = 1) then 0;
Post-baseline:
Copy rudcres8_fu.
If missing and (workyn = 'N' or rudcres8_fu_none = 1) then 0;
If still missing rudfcres1_fu = 'Y' AND rudfcres2_fu = 'N' AND rudfcres3_fu = 'N' THEN copy workhrsc from previous visit;","Baseline: Copy rudcres8. If missing and (workyn = 'N' or rudcres8_none = 1) then 0;
Post-baseline:
Copy rudcres8_fu.
If missing and (workyn = 'N' or rudcres8_fu_none = 1) then 0;
If still missing rudfcres1_fu = 'Y' AND rudfcres2_fu = 'N' AND rudfcres3_fu = 'N' THEN copy workhrsc from previous visit;",False,51,8,missing workyn rudcres8_none post baseline. rudcres8_fu_none missing rudfcres1_fu rudfcres2_fu rudfcres3_fu. rudfcres3_fu copy workhrsc previous visit. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_WORKHRSR,During Last 30 Days: Total Number of Working Hours Reduced per Week Because of Caregiving,Num,,"Baseline: Copy rudcres9. If missing and (workyn = 'N' or rudcres9_none = 1) then 0;
Post-baseline:
Copy rudcres9_fu.
If missing and (workyn = 'N' or rudcres9_fu_none = 1) then 0;
If still missing rudfcres1_fu = 'Y' AND rudfcres2_fu = 'N' AND rudfcres3_fu = 'N' THEN copy workhrsc from previous visit;","Baseline: Copy rudcres9. If missing and (workyn = 'N' or rudcres9_none = 1) then 0;
Post-baseline:
Copy rudcres9_fu.
If missing and (workyn = 'N' or rudcres9_fu_none = 1) then 0;
If still missing rudfcres1_fu = 'Y' AND rudfcres2_fu = 'N' AND rudfcres3_fu = 'N' THEN copy workhrsc from previous visit;",False,51,15,missing workyn rudcres9_none post baseline. rudcres9_fu_none missing rudfcres1_fu rudfcres2_fu rudfcres3_fu. rudfcres3_fu copy workhrsc previous visit. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_WORKMDY,During Last 30 Days: Number of Whole Working Days Missed,Num,,Copy rudcres10a(_fu). If missing and (workyn = 'N' or rudcres10a_(fu_)none = 1) then 0;,Copy rudcres10a(_fu). If missing and (workyn = 'N' or rudcres10a_(fu_)none = 1) then 0;,False,15,10,Copy rudcres10a(_fu). If missing and (workyn = 'N' or rudcres10a_(fu_)none = 1) then 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_WORKMPDY,During Last 30 Days: Number of Working Days Partly Missed,Num,,Copy rudcres10b(_fu). If missing and (workyn = 'N' or rudcres10b_(fu_)none = 1) then 0;,Copy rudcres10b(_fu). If missing and (workyn = 'N' or rudcres10b_(fu_)none = 1) then 0;,False,15,10,Copy rudcres10b(_fu). If missing and (workyn = 'N' or rudcres10b_(fu_)none = 1) then 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPYN,Caregiver Admitted to Hospital in the Last 30 Days),Char,,> 0 = Y; 0 = N;,> 0 = Y; 0 = N;,False,4,9,> 0 = Y; 0 = N;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPNUM,Number of Hospital Admissions in the Last 30 Days,Num,,If rudbcnumhosp_none/rudfcnumhosp_fu_none = 1 then 0; Else copy rudbcnumhosp/rudfcnumhosp_fu.,If rudbcnumhosp_none/rudfcnumhosp_fu_none = 1 then 0; Else copy rudbcnumhosp/rudfcnumhosp_fu.,False,14,9,If rudbcnumhosp_none/rudfcnumhosp_fu_none = 1 then 0; Else copy rudbcnumhosp/rudfcnumhosp_fu.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPYN1,At Least One Night in Hospital: Geriatric Ward,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,8,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPYN2,At Least One Night in Hospital: Psychiatric Ward,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,8,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPYN3,At Least One Night in Hospital: Internal Medicine Ward,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,9,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPYN4,At Least One Night in Hospital: Surgery Ward,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,8,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPYN5,At Least One Night in Hospital: Neurology Ward,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,8,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPYN6,At Least One Night in Hospital: General Ward,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,8,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPYN7,At Least One Night in Hospital: Other Ward,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,8,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOP7SP,Hospital: Other Ward - Specification,Char,,,,True,0,4,
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOP7SPYN1-xxx,At Least One Night in Other Ward: -------,Num,,"Scan all reported terms from chop7sp (terms are separated by ';'), remove number in front if applicable. Create a separate variable for all terms encountered in the dataset and whether term is reported in chop7sp for patient. If rudbcnumhosp_none/rudfcnumhosp_fu_none is missing then leave missing.","Scan all reported terms from chop7sp (terms are separated by ';'), remove number in front if applicable. Create a separate variable for all terms encountered in the dataset and whether term is reported in chop7sp for patient. If rudbcnumhosp_none/rudfcnumhosp_fu_none is missing then leave missing.",False,47,7,applicable create separate variable terms. rudbcnumhosp_none rudfcnumhosp_fu_none missing leave missing. dataset term reported chop7sp patient. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOPNNUM,Number of Nights in Hospital the Last 30 Days,Num,,SUM(OF cnnhop1 - cnnhop7);,SUM(OF cnnhop1 - cnnhop7);,False,4,9,SUM(OF cnnhop1 - cnnhop7);
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHOP1,Number of Nights in a Geriatric Ward,Num,,Copy hodur_geriatric(_fu). If missing and chopnum not missing then 0.,Copy hodur_geriatric(_fu). If missing and chopnum not missing then 0.,False,12,7,Copy hodur_geriatric(_fu). If missing and chopnum not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHOP2,Number of Nights in a Psychiatric Ward,Num,,Copy hodur_psychiatric(_fu). If missing and chopnum not missing then 0.,Copy hodur_psychiatric(_fu). If missing and chopnum not missing then 0.,False,12,7,Copy hodur_psychiatric(_fu). If missing and chopnum not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHOP3,Number of Nights in an Internal Medicine Ward,Num,,Copy hodur_internal(_fu). If missing and chopnum not missing then 0.,Copy hodur_internal(_fu). If missing and chopnum not missing then 0.,False,12,8,Copy hodur_internal(_fu). If missing and chopnum not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHOP4,Number of Nights in a Surgery Ward,Num,,Copy hodur_surgery(_fu). If missing and chopnum not missing then 0.,Copy hodur_surgery(_fu). If missing and chopnum not missing then 0.,False,12,7,Copy hodur_surgery(_fu). If missing and chopnum not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHOP5,Number of Nights in a Neurology Ward,Num,,Copy hodur_neurology(_fu). If missing and chopnum not missing then 0.,Copy hodur_neurology(_fu). If missing and chopnum not missing then 0.,False,12,7,Copy hodur_neurology(_fu). If missing and chopnum not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHOP6,Number of Nights in a General Ward,Num,,Copy hodur_general(_fu). If missing and chopnum not missing then 0.,Copy hodur_general(_fu). If missing and chopnum not missing then 0.,False,12,7,Copy hodur_general(_fu). If missing and chopnum not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHOP7,Number of Nights in an Other Ward,Num,,Copy hodur_other(_fu). If missing and chopnum not missing then 0.,Copy hodur_other(_fu). If missing and chopnum not missing then 0.,False,12,7,Copy hodur_other(_fu). If missing and chopnum not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHOP7SPN1-xxx,Number of Nights in Other Ward: -----,Num,,"Scan all reported terms from chop7sp (terms are separated by ';'). Create a separate variable for all terms encountered in the dataset and if a number is reported in front of the term, then use this as the number of visits. If there is no number in front, determine the number from cnnhop7, if more than one term is reported than equally distribute the number reported in  cnnhop7. If part of the terms has a number, than use numbers available and distribure what is left from  cnnhop7 equally over terms without a number.
If rudbcnumhosp_none/rudfcnumhosp_fu_none is missing then leave missing.","Scan all reported terms from chop7sp (terms are separated by ';'). Create a separate variable for all terms encountered in the dataset and if a number is reported in front of the term, then use this as the number of visits. If there is no number in front, determine the number from cnnhop7, if more than one term is reported than equally distribute the number reported in  cnnhop7. If part of the terms has a number, than use numbers available and distribure what is left from  cnnhop7 equally over terms without a number.
If rudbcnumhosp_none/rudfcnumhosp_fu_none is missing then leave missing.",False,103,6,use number visits number determine. equally distribute number reported cnnhop7. scan reported terms chop7sp terms. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_CERPYN,Caregiver Visited Hospital Emergency Room in the Last 30 Days,Char,,> 0 = Y; 1 = N;,> 0 = Y; 1 = N;,False,4,10,> 0 = Y; 1 = N;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CERPNUM,Number of Hospital Emergency Room Visits in the Last 30 Days,Num,,If input.rudb_cg.rudbcnumervis_none/rudfcnumervis_fu_none = 1 then 0; Else copy rudbcnumervis/rudfcnumervis_fu.,If input.rudb_cg.rudbcnumervis_none/rudfcnumervis_fu_none = 1 then 0; Else copy rudbcnumervis/rudfcnumervis_fu.,False,17,11,If input.rudb_cg.rudbcnumervis_none/rudfcnumervis_fu_none = 1 then 0; Else copy rudbcnumervis/rudfcnumervis_fu.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN,Patient Visited a Health Care Professional in the Last 30 Days,Char,,"1 = N, 0 = Y;","1 = N, 0 = Y;",False,4,11,"1 = N, 0 = Y;"
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPNUM,Number of Visits to Health Care Professionals,Num,,SUM(OF cnnhcp1 - cnnhcp9),SUM(OF cnnhcp1 - cnnhcp9),False,4,7,SUM(OF cnnhcp1 - cnnhcp9)
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN1,At Least One Visit To Health Care Professional: General Practitioner,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,10,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN2,At Least One Visit To Health Care Professional: Geriatrician,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,9,> 0 = 1; 0 = 0;
